,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
0,0.009825816508509732,0.00019651633017019464,6.550544339006487e-05,6.550544339006487e-05,6.550544339006487e-05,0.022533872526182316,0.013625132225133495,0.01883936551898266,0.01624534996073609,0.007860653206807785,0.013310706096861183,0.004192348376964152,6.812566112566748e-05,0.00010759978186343943,0.00010694654717075615,0.008300561153684138,0.9991324644852169
1,0.007575537555803224,0.0001515107511160645,5.050358370535483e-05,5.050358370535483e-05,5.050358370535483e-05,0.017373232794642063,0.010504745410713804,0.01452483067366005,0.012524888758927998,0.00606043004464258,0.0102623282089281,0.00020201433482141932,2.0201433482141934e-05,8.974574882490101e-05,8.594854254331955e-05,0.006757255258940417,0.9994872669696323
2,0.009688254406300428,0.00019376508812600856,6.458836270866952e-05,6.458836270866952e-05,6.458836270866952e-05,0.024440236448960546,0.014777817387743588,0.020409922615939567,0.017619705346925047,0.008525663877544377,0.014441957901658505,0.004133655213354849,6.717189721701631e-05,9.91525687255908e-05,0.0001031275677930208,0.007891743557601428,0.9990008562917115
3,0.008705956716804799,0.00017411913433609596,5.803971144536532e-05,5.803971144536532e-05,5.803971144536532e-05,0.021962226810926237,0.013279485978699586,0.01834054881673544,0.01583323328229566,0.007661241910788223,0.012977679479183685,0.00023215884578146127,2.3215884578146128e-05,9.461962380669658e-05,9.49040636637538e-05,0.0073275335402812865,0.9991984461539652
4,0.010900564408826925,0.0002180112881765385,7.26704293921795e-05,7.26704293921795e-05,7.26704293921795e-05,0.024998627710909747,0.015115449313573335,0.020900015493190826,0.018022266489260516,0.00872045152706154,0.014766631252490874,0.006976361221649232,0.00011336586985180003,0.0001030213938120862,0.00011124472233780689,0.008393060667648887,0.9989258454930491
5,0.013252826484519267,0.00026505652969038536,8.835217656346179e-05,8.835217656346179e-05,8.835217656346179e-05,0.030393148737830854,0.018377252725200053,0.025410085979651612,0.021911339787738522,0.010602261187615415,0.017953162277695434,0.012015896012630803,0.00019790887550215442,0.00010943988287151875,0.0001294477881059835,0.009664121343359736,0.9983809162088622
6,0.014253270702129818,0.00028506541404259636,9.502180468086545e-05,9.502180468086545e-05,9.502180468086545e-05,0.03595625089123948,0.021740988910982015,0.030026890279153482,0.025921948316940096,0.01254287821787424,0.021246875526641514,0.009122093249363084,0.0001482340153021501,0.00010811300204169121,0.00013386155646988575,0.00992072467594637,0.9978312549452276
7,0.015714651236688127,0.00031429302473376256,0.00010476434157792084,0.00010476434157792084,0.00010476434157792084,0.03964282685308525,0.02397008135302829,0.033105531938622985,0.028579712382456806,0.01382889308828555,0.0234253067768231,0.014247950454597235,0.0002346721251345427,0.00010332613837296862,0.00014366357124923957,0.01049418601450936,0.9973168110502831
8,0.00884987246773122,0.0001769974493546244,5.89991497848748e-05,5.89991497848748e-05,5.89991497848748e-05,0.018266136773397237,0.01104464083972856,0.015268979964325599,0.013168610231984054,0.006371908176766478,0.010808644240589062,0.003775945586231987,6.135911577626979e-05,0.00010100112288183362,9.78703712299483e-05,0.007630750066177358,0.9994145838627032
9,0.00699780256082951,0.00013995605121659019,4.665201707219673e-05,4.665201707219673e-05,4.665201707219673e-05,0.014443464485552109,0.008733257595915228,0.012073542018284514,0.01041273021051431,0.005038417843797247,0.00854664952762644,0.00018660806828878692,1.8660806828878692e-05,8.665441965941456e-05,8.142562967598308e-05,0.0065032823719634,0.999635510051769
