,clonesize,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,honeybeeBC
0,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,-1.277828134414806,-1.0442495661799096,-1.1287416003881738,2.2502370845284703
1,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,-0.8278350923782555,-0.5923026178784018,-0.7018138292929401,2.2502370845284703
2,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,1.354066863192411,1.352523128250746,1.3489227002899185,1.3526357873911194,1.353221720972853,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,-1.6376045264937955,-1.2790350819230056,-1.4018502431939308,2.2502370845284703
3,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,1.354066863192411,1.352523128250746,1.3489227002899185,1.3526357873911194,1.353221720972853,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,-1.319180579927726,-1.0277811477321714,-1.156788694121415,2.2502370845284703
4,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,0.4575222087699391,0.3941371163350113,-2.0309661042427063,-1.7093212718236672,-1.8051722136073403,2.2502370845284703
5,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,1.2869742362409955,1.4026737246670344,-2.630160402624466,-2.1382951967605575,-2.1736905097137607,2.2502370845284703
6,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,-1.0458168083573922,-0.8730727425687478,-0.9707363176512763,2.2502370845284703
7,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,-0.5585069469212032,-0.3078392202710887,-0.364086726316059,2.2502370845284703
8,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-1.338222088217758,-1.3408059891076651,-1.3431054851286093,-1.3406180177523295,-1.339638876798474,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,-1.6895681140772842,-1.8944648030518378,-1.7558256219930046,2.2502370845284703
9,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,-1.4341780729735354,-1.01524811336289,-1.1483899109221039,-0.8338493031118557
10,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,-0.9199651534267189,-0.5579293906141455,-0.6817296825978654,-0.8338493031118557
11,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,1.354066863192411,1.352523128250746,1.3489227002899185,1.3526357873911194,1.353221720972853,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,-1.8907849848962954,-1.3714237815061696,-1.5035321388432437,-0.8338493031118557
12,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,1.354066863192411,1.352523128250746,1.3489227002899185,1.3526357873911194,1.353221720972853,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,-1.6707127119562217,-1.1925983143841472,-1.3421848073313642,-0.8338493031118557
13,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,0.42419999644030476,0.42501906134586215,0.4300092331518638,0.4249594767305978,0.4246491010517057,0.41932681172330444,0.4575222087699391,0.3941371163350113,-2.0882362203705283,-1.5348429371242336,-1.6420444724600776,-0.8338493031118557
14,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,-1.0692387385324391,-0.6306905743810871,-0.738071815586074,-0.8338493031118557
15,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,-0.6874487580853371,-0.3267789909470244,-0.39834546737134396,-0.8338493031118557
16,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-1.338222088217758,-1.3408059891076651,-1.3431054851286093,-1.3406180177523295,-1.339638876798474,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,-1.5203760909294777,-1.4773251159765832,-1.3201675999539426,-0.8338493031118557
17,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-1.338222088217758,-1.3408059891076651,-1.3431054851286093,-1.3406180177523295,-1.339638876798474,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,-1.5617253492094771,-1.6916833940244054,-1.5716148650812594,-0.8338493031118557
18,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,0.4575222087699391,0.3941371163350113,-1.626268101449598,-1.1571150647913937,-1.2661062696508063,-0.8338493031118557
19,2.749113080059533,-0.6265720968831857,-1.4358366110145435,-2.181038643279921,-0.5056668703118016,-0.5024850055590215,-0.5018466771853194,-0.502716833929924,-0.5039235188694415,-0.4979810845296749,1.2869742362409955,1.4026737246670344,-2.1381305572433997,-1.5818882160762435,-1.7147548367081578,-0.8338493031118557
