,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
0,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.4545454545454546,0.4,0.4743459042361003,0.4301342989908348,0.39173002356021036,0.2967200539915324
1,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.0,0.08000000000000002,0.5474877996934306,0.5074502555331009,0.46397736440521875,0.45145090840636976
2,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454546,0.4,0.4158678283566081,0.3899688176214673,0.34551290080455854,0.3040352995617596
3,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08000000000000002,0.4676244753159499,0.4329516020610522,0.3869837220126229,0.36365915146240996
4,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.696969696969697,0.66,0.3519308144276139,0.3163584337387495,0.2772602786057603,0.2453441979145835
5,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,1.0,1.0,0.25453773800909624,0.2429725430654497,0.21489734803762173,0.1619406234612108
6,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.696969696969697,0.66,0.19962663134816222,0.17996574471758353,0.1641228892018496,0.1346980148726315
7,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11718521826415279,0.13812748769487526,0.12091624439910675,0.10123183063755892
8,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.30923694779116495,0.4285714285714284,0.3125,0.3111111111111109,0.31034482758620685,0.3129251700680271,0.4545454545454546,0.4,0.5120570387874421,0.4594180454683847,0.4184686484285798,0.35423780777151564
9,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.30923694779116495,0.4285714285714284,0.3125,0.3111111111111109,0.31034482758620685,0.3129251700680271,0.0,0.08000000000000002,0.5912644122596675,0.5561142851718182,0.5211296200637647,0.5072723849658058
10,0.9166666666666667,0.040694519804666304,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.0,0.1703296703296706,0.0,0.0,0.0,0.0,0.4545454545454546,0.4,0.4074216637816664,0.2846853595686165,0.2856110120676627,0.3300533167636743
11,0.9166666666666667,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.4545454545454546,0.4,0.44893277604845666,0.43509566685511647,0.388405015715132,0.3141906767783292
12,0.9166666666666667,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.0,0.08000000000000002,0.532512974164602,0.513330589398322,0.4673761271236472,0.42703483202203235
13,0.9166666666666667,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.4545454545454546,0.4,0.37471586179173283,0.37416359820619416,0.32830566559965146,0.28410984974282544
14,0.9166666666666667,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08000000000000002,0.41048642194882196,0.40475582168865687,0.35560985249821475,0.3086106486587305
15,0.9166666666666667,0.01356483993488877,0.4273504273504274,0.3333333333333333,0.3333333333333333,0.6546184738955825,0.7142857142857144,0.6586538461538463,0.6555555555555554,0.6551724137931032,0.6530612244897958,0.696969696969697,0.66,0.3426221263916997,0.3462069798875529,0.3048657573632283,0.2387006646981531
